id,first_name,last_name,email,phone,address,city,state,zip_code,ssn,date_of_birth,account_number,brokerage,symbol,company_name,transaction_type,quantity,price,total_value,commission,trade_date,trade_time,portfolio_value,risk_tolerance,investment_goal,annual_income,net_worth
TXN_000018,Donald,Johnson,donald.johnson@hotmail.com,+1-239-868-4975,5501 Elm Dr,Indianapolis,IN,49896,662-63-9415,1992-11-16,ACC_2667002,Merrill Edge,RBLX,Roblox Corporation,SELL,596,93.68,55833.28,6.39,2025-06-20,14:40:02,332492.9,Moderate,Growth,75308,1190036
TXN_000019,Nancy,Perez,nancy.perez@outlook.com,+1-618-957-2182,1676 Park Ave,Charlotte,NC,37136,338-60-7145,1955-10-22,ACC_6325379,Merrill Edge,TSLA,Tesla Inc.,BUY,167,266.21,44457.07,5.96,2025-06-04,14:31:20,128963.86,Aggressive,Growth,61455,1952622
TXN_000020,Emily,Williams,emily.williams@hotmail.com,+1-447-237-9268,4165 Broadway,Houston,TX,79066,387-35-8834,1952-08-15,ACC_4033770,Fidelity,PYPL,PayPal Holdings Inc.,BUY,906,148.37,134423.22,1.12,2025-06-07,09:52:30,474888.16,Aggressive,Speculation,135663,1690060
TXN_000021,James,Brown,james.brown@hotmail.com,+1-589-240-2354,3648 Oak Ave,Washington,DC,14667,684-62-9527,1972-03-26,ACC_3836807,Interactive Brokers,TSLA,Tesla Inc.,BUY,2,391.16,782.32,3.1,2025-06-23,11:57:20,306430.43,Moderate,Retirement,102796,133864
TXN_000022,James,Ramirez,james.ramirez@hotmail.com,+1-361-563-6527,6212 Main St,San Francisco,CA,83372,798-87-9488,1983-11-29,ACC_8073040,E*TRADE,META,Meta Platforms Inc.,BUY,157,471.21,73979.97,1.8,2025-06-12,11:36:38,277947.19,Moderate,Growth,62189,741252
TXN_000023,William,Wilson,william.wilson@outlook.com,+1-521-811-4556,1803 First St,Washington,DC,96689,730-97-3442,1985-04-29,ACC_5489055,Fidelity,NVDA,NVIDIA Corporation,SELL,470,445.28,209281.6,6.19,2025-06-04,13:20:52,119322.85,Aggressive,Income,80951,434055
TXN_000024,Ashley,Brown,ashley.brown@outlook.com,+1-513-402-2513,6961 Cedar Ln,Jacksonville,FL,77389,329-98-1156,1983-08-07,ACC_5998155,TD Ameritrade,PYPL,PayPal Holdings Inc.,SELL,659,338.48,223058.32,5.27,2025-06-21,13:25:01,84825.62,Moderate,Income,153268,1397015
TXN_000025,Karen,White,karen.white@hotmail.com,+1-146-991-8993,3468 Elm Dr,Charlotte,NC,79518,219-62-9695,1999-07-27,ACC_5147890,Ally Invest,TSLA,Tesla Inc.,BUY,424,397.06,168353.44,10.61,2025-06-05,12:40:31,424011.75,Conservative,Growth,50851,1397798
TXN_000026,Sarah,Sanchez,sarah.sanchez@gmail.com,+1-447-252-2549,8943 Main St,New York,NY,98269,293-81-3306,1985-03-26,ACC_8027168,Charles Schwab,SPOT,Spotify Technology SA,BUY,341,375.07,127898.87,9.61,2025-06-23,13:42:14,118205.36,Moderate,Income,134968,739279
TXN_000027,Jennifer,Gonzalez,jennifer.gonzalez@hotmail.com,+1-758-284-2375,1464 Elm Dr,Philadelphia,PA,81443,620-14-7802,1977-11-16,ACC_8240791,Merrill Edge,AMZN,Amazon.com Inc.,BUY,461,407.27,187751.47,10.19,2025-06-09,10:57:44,183414.15,Aggressive,Income,31443,511060
TXN_000028,Betty,Perez,betty.perez@hotmail.com,+1-870-224-3368,989 Maple Way,Phoenix,AZ,46465,613-60-4907,1959-03-30,ACC_2056392,Webull,AMZN,Amazon.com Inc.,SELL,165,454.23,74947.95,9.8,2025-06-17,15:32:17,308490.14,Conservative,Speculation,155503,1179703
TXN_000029,Robert,Hernandez,robert.hernandez@yahoo.com,+1-491-704-8591,8470 Cedar Ln,Seattle,WA,88230,819-81-3942,1994-05-06,ACC_6156404,Vanguard,RBLX,Roblox Corporation,SELL,946,94.37,89274.02,6.47,2025-06-20,09:03:10,359179.28,Moderate,Speculation,133978,477422
TXN_000030,Jennifer,Gonzalez,jennifer.gonzalez@outlook.com,+1-301-342-1107,2225 Maple Way,Philadelphia,PA,88543,845-73-9722,1975-06-09,ACC_6153626,Charles Schwab,GOOGL,Alphabet Inc.,SELL,328,544.2,178497.6,2.25,2025-06-22,11:48:22,174393.4,Aggressive,Speculation,181869,468655
TXN_000031,Donna,Moore,donna.moore@hotmail.com,+1-998-727-7772,7227 First St,Philadelphia,PA,42570,766-74-6846,1963-04-07,ACC_9461577,Interactive Brokers,AAPL,Apple Inc.,SELL,141,339.86,47920.26,9.4,2025-06-05,12:57:00,130798.94,Aggressive,Growth,169412,498856
TXN_000032,Jane,Taylor,jane.taylor@yahoo.com,+1-220-828-2479,4737 Maple Way,San Francisco,CA,42980,716-49-5436,1999-08-28,ACC_4737142,Vanguard,CRM,Salesforce Inc.,SELL,950,453.94,431243.0,1.52,2025-06-07,09:22:43,193466.93,Moderate,Retirement,124036,1377947
TXN_000033,Sarah,Perez,sarah.perez@outlook.com,+1-464-356-2580,7685 Second St,Los Angeles,CA,95226,446-70-3375,1996-01-03,ACC_7809553,Interactive Brokers,NFLX,Netflix Inc.,SELL,214,542.99,116199.86,5.01,2025-06-18,14:19:53,337829.97,Moderate,Growth,73453,1884607
TXN_000034,Paul,Ramirez,paul.ramirez@hotmail.com,+1-452-446-8776,7884 Elm Dr,Indianapolis,IN,66757,896-64-5717,1993-02-14,ACC_5083759,TD Ameritrade,AAPL,Apple Inc.,BUY,733,541.82,397154.06,4.59,2025-06-25,11:58:15,277432.99,Aggressive,Growth,197219,402952
TXN_000035,Donna,Sanchez,donna.sanchez@yahoo.com,+1-793-159-1032,6445 Broadway,Dallas,TX,31781,911-77-3560,1992-03-02,ACC_8697022,E*TRADE,ADBE,Adobe Inc.,SELL,734,258.56,189783.04,3.47,2025-06-24,12:22:30,422730.13,Aggressive,Retirement,108879,1774656
TXN_000036,Paul,Jones,paul.jones@hotmail.com,+1-255-244-3109,6914 Cedar Ln,Washington,DC,72005,916-27-6120,1959-10-31,ACC_4791223,E*TRADE,INTC,Intel Corporation,BUY,507,301.4,152809.8,3.43,2025-06-11,11:37:30,91145.15,Aggressive,Speculation,163124,811484
TXN_000037,Karen,Miller,karen.miller@outlook.com,+1-137-551-3475,5995 Pine Rd,Houston,TX,91509,863-75-8057,1966-06-25,ACC_6586186,Vanguard,ORCL,Oracle Corporation,SELL,827,408.3,337664.1,3.76,2025-06-16,11:20:03,284092.38,Aggressive,Speculation,128998,1175474
TXN_000038,Sandra,Gonzalez,sandra.gonzalez@outlook.com,+1-689-506-3386,4269 Second St,Dallas,TX,69979,243-37-2786,1996-11-22,ACC_4868040,Ally Invest,AMD,Advanced Micro Devices,SELL,621,132.68,82394.28,5.49,2025-06-19,12:31:28,326565.31,Aggressive,Speculation,104717,1444746
TXN_000039,Betty,Lewis,betty.lewis@outlook.com,+1-178-326-5344,9904 Second St,Houston,TX,20943,502-91-6903,1971-07-23,ACC_5183685,Ally Invest,TSLA,Tesla Inc.,SELL,493,61.8,30467.4,8.78,2025-06-17,15:04:03,199781.77,Aggressive,Income,150030,925819
TXN_000040,Donna,Miller,donna.miller@hotmail.com,+1-540-544-4736,8239 Park Ave,San Antonio,TX,70139,236-88-1111,1976-06-09,ACC_1249796,Webull,PLTR,Palantir Technologies,SELL,287,141.39,40578.93,5.92,2025-06-14,15:05:03,489050.75,Conservative,Retirement,140360,195925
TXN_000041,Ashley,Rodriguez,ashley.rodriguez@outlook.com,+1-930-556-2994,9367 Oak Ave,Indianapolis,IN,14121,313-74-5269,1990-01-21,ACC_9215412,Merrill Edge,META,Meta Platforms Inc.,SELL,799,347.34,277524.66,10.39,2025-06-24,09:49:04,83711.7,Aggressive,Retirement,144300,1354391
TXN_000042,Michael,Thompson,michael.thompson@gmail.com,+1-348-838-3196,8269 Pine Rd,Philadelphia,PA,39433,899-29-2028,1964-02-12,ACC_2054152,Fidelity,UBER,Uber Technologies Inc.,BUY,632,435.3,275109.6,7.02,2025-06-09,11:42:08,166810.97,Conservative,Income,124235,917885
TXN_000043,Helen,Taylor,helen.taylor@gmail.com,+1-921-829-8922,715 Broadway,Phoenix,AZ,32376,615-95-9627,1966-01-09,ACC_7379420,Merrill Edge,PLTR,Palantir Technologies,SELL,461,80.67,37188.87,2.71,2025-06-20,09:33:28,294343.99,Aggressive,Retirement,30140,699718
TXN_000044,William,Garcia,william.garcia@yahoo.com,+1-499-530-8865,4131 Pine Rd,Denver,CO,24064,705-35-2660,1960-02-06,ACC_9478799,Vanguard,AMD,Advanced Micro Devices,BUY,544,167.4,91065.6,9.45,2025-06-22,12:59:09,141372.15,Moderate,Speculation,98763,1052743
TXN_000045,Jessica,Clark,jessica.clark@hotmail.com,+1-936-613-1808,3024 Park Ave,Seattle,WA,63289,392-83-4036,1978-12-15,ACC_5576031,Merrill Edge,PLTR,Palantir Technologies,BUY,354,205.26,72662.04,4.35,2025-06-10,12:33:46,224786.84,Conservative,Income,39552,1300557
TXN_000046,Daniel,Brown,daniel.brown@hotmail.com,+1-575-620-4435,5505 Main St,Washington,DC,42220,142-11-3432,1974-02-09,ACC_8120679,Ally Invest,TSLA,Tesla Inc.,SELL,491,169.12,83037.92,8.01,2025-06-18,14:36:53,21171.97,Aggressive,Retirement,138431,833292
TXN_000047,Jane,Perez,jane.perez@yahoo.com,+1-930-145-9856,3323 Park Ave,Houston,TX,36265,956-86-5865,1971-05-03,ACC_1118200,Charles Schwab,INTC,Intel Corporation,SELL,506,395.97,200360.82,2.96,2025-06-28,12:06:03,79489.8,Aggressive,Growth,108984,247917
TXN_000048,David,Clark,david.clark@yahoo.com,+1-304-968-7916,8514 Main St,Charlotte,NC,14428,179-20-8849,1950-09-20,ACC_5760291,Webull,NVDA,NVIDIA Corporation,SELL,724,396.36,286964.64,4.2,2025-06-16,09:59:29,235272.6,Conservative,Retirement,160456,384089
TXN_000049,Steven,Jackson,steven.jackson@outlook.com,+1-231-134-7845,3849 Maple Way,Fort Worth,TX,35738,122-90-2279,1997-03-21,ACC_2648553,E*TRADE,ZOOM,Zoom Video Communications,BUY,685,126.09,86371.65,7.99,2025-06-22,11:17:07,371217.14,Moderate,Retirement,165853,1026969
TXN_000050,Nancy,Jones,nancy.jones@outlook.com,+1-350-204-3049,4139 Broadway,Charlotte,NC,32035,495-82-5617,1982-03-14,ACC_5814219,Charles Schwab,AMZN,Amazon.com Inc.,SELL,426,282.22,120225.72,3.97,2025-06-12,15:32:26,126333.89,Moderate,Retirement,192356,1797790
TXN_000051,Helen,Garcia,helen.garcia@yahoo.com,+1-712-963-5816,6027 Second St,San Antonio,TX,94444,742-96-3863,1998-03-28,ACC_9742503,Webull,INTC,Intel Corporation,BUY,476,353.58,168304.08,10.03,2025-06-30,15:54:40,300207.2,Aggressive,Growth,54920,990318
TXN_000052,Emily,Moore,emily.moore@yahoo.com,+1-846-786-5234,7267 Oak Ave,New York,NY,23089,906-53-3703,1952-07-18,ACC_2874010,E*TRADE,PLTR,Palantir Technologies,SELL,494,312.35,154300.9,8.99,2025-06-14,10:32:56,495595.62,Moderate,Income,57307,1746418
TXN_000053,James,Martin,james.martin@outlook.com,+1-723-519-8976,7283 Oak Ave,Jacksonville,FL,19433,220-72-5460,1971-08-22,ACC_6055590,Vanguard,ZOOM,Zoom Video Communications,SELL,636,91.02,57888.72,9.89,2025-06-25,09:12:20,229357.47,Aggressive,Growth,171788,927745
TXN_000054,David,Thompson,david.thompson@outlook.com,+1-123-325-4566,8507 Oak Ave,Philadelphia,PA,57089,787-46-6553,1983-11-20,ACC_9575039,Robinhood,AAPL,Apple Inc.,BUY,702,195.92,137535.84,6.75,2025-06-19,11:25:01,286708.41,Aggressive,Speculation,97225,1145623
TXN_000055,Carol,Thompson,carol.thompson@yahoo.com,+1-760-625-8059,1620 First St,Columbus,OH,66168,833-83-3029,1981-05-09,ACC_5256698,E*TRADE,TSLA,Tesla Inc.,BUY,491,284.99,139930.09,1.2,2025-06-14,09:27:39,192983.94,Moderate,Income,109590,585468
TXN_000056,Helen,Johnson,helen.johnson@yahoo.com,+1-186-272-3290,5459 Maple Way,Washington,DC,34910,903-27-8241,1954-10-26,ACC_6760999,Interactive Brokers,SNOW,Snowflake Inc.,SELL,645,405.09,261283.05,2.48,2025-06-05,13:44:09,384473.67,Aggressive,Speculation,141515,175862
TXN_000057,Ashley,Lopez,ashley.lopez@hotmail.com,+1-615-216-2701,7746 Main St,Washington,DC,99769,332-80-1094,1953-07-17,ACC_6882969,Fidelity,GOOGL,Alphabet Inc.,BUY,342,145.83,49873.86,9.99,2025-06-22,10:27:58,35779.08,Moderate,Retirement,147587,981738
TXN_000058,Matthew,White,matthew.white@outlook.com,+1-225-382-8057,2408 Main St,San Jose,CA,90736,379-39-3558,1998-09-18,ACC_6900493,Charles Schwab,AAPL,Apple Inc.,SELL,316,501.23,158388.68,8.15,2025-06-30,10:39:13,294920.41,Moderate,Speculation,66899,1754287
TXN_000059,Lisa,Thomas,lisa.thomas@outlook.com,+1-303-418-7054,524 Broadway,Austin,TX,63346,110-82-2530,1996-03-15,ACC_1591859,Merrill Edge,SNOW,Snowflake Inc.,BUY,307,536.46,164693.22,1.67,2025-06-09,09:59:28,373861.42,Conservative,Income,180644,235489
TXN_000060,James,Lee,james.lee@yahoo.com,+1-533-850-4081,6618 Elm Dr,Los Angeles,CA,77666,240-52-5870,1972-07-14,ACC_7157490,TD Ameritrade,ADBE,Adobe Inc.,BUY,298,126.56,37714.88,6.78,2025-06-28,14:35:21,312971.11,Moderate,Growth,103269,954472
TXN_000061,Betty,Lopez,betty.lopez@hotmail.com,+1-267-480-2968,3722 Cedar Ln,San Antonio,TX,91300,386-87-8785,1990-12-31,ACC_7771350,Fidelity,GOOGL,Alphabet Inc.,BUY,861,100.17,86246.37,7.17,2025-06-11,13:53:34,196008.73,Moderate,Income,76849,883095
TXN_000062,Sandra,Jones,sandra.jones@gmail.com,+1-232-764-1373,7405 Main St,Indianapolis,IN,48913,124-26-7962,1970-06-15,ACC_2785685,Robinhood,PYPL,PayPal Holdings Inc.,BUY,260,295.33,76785.8,6.07,2025-06-15,12:17:31,84465.64,Aggressive,Retirement,194991,1617061
TXN_000063,Jennifer,Gonzalez,jennifer.gonzalez@yahoo.com,+1-719-912-5998,6678 First St,San Diego,CA,61950,395-49-9801,1965-07-30,ACC_8565769,Ally Invest,AAPL,Apple Inc.,SELL,971,273.98,266034.58,10.94,2025-06-17,12:56:12,64756.77,Aggressive,Retirement,77776,1069492
TXN_000064,Emily,Taylor,emily.taylor@yahoo.com,+1-851-473-2082,7585 Maple Way,Phoenix,AZ,40246,849-46-1364,1953-11-23,ACC_4880581,E*TRADE,GOOGL,Alphabet Inc.,BUY,194,425.14,82477.16,9.47,2025-06-20,11:13:37,54689.55,Moderate,Retirement,101261,1984260
TXN_000065,William,Taylor,william.taylor@gmail.com,+1-711-511-2205,6478 Main St,San Jose,CA,94230,932-46-5438,1993-09-06,ACC_9138325,E*TRADE,AAPL,Apple Inc.,SELL,214,445.61,95360.54,8.29,2025-06-11,09:51:38,224612.22,Aggressive,Retirement,75425,157261
TXN_000066,Paul,Rodriguez,paul.rodriguez@hotmail.com,+1-447-526-6009,7431 Oak Ave,San Diego,CA,44610,752-50-8901,1957-06-19,ACC_4446483,E*TRADE,RBLX,Roblox Corporation,SELL,276,364.26,100535.76,8.14,2025-06-09,14:18:05,180528.24,Conservative,Retirement,56639,1842995
TXN_000067,Mark,Martin,mark.martin@yahoo.com,+1-494-368-8855,1235 First St,Houston,TX,58519,288-19-6372,1978-04-01,ACC_7325821,E*TRADE,SNOW,Snowflake Inc.,BUY,321,256.5,82336.5,8.68,2025-06-26,12:58:04,28571.21,Aggressive,Speculation,109271,1171616
TXN_000068,Steven,Martinez,steven.martinez@outlook.com,+1-312-310-7236,4015 Second St,San Antonio,TX,78153,312-47-5480,1970-08-16,ACC_5842394,E*TRADE,CRM,Salesforce Inc.,SELL,207,150.29,31110.03,6.4,2025-07-04,12:51:41,390213.1,Conservative,Speculation,179621,450831
TXN_000069,Mark,Hernandez,mark.hernandez@yahoo.com,+1-153-757-4905,1853 Cedar Ln,Charlotte,NC,53547,668-67-5314,1973-02-06,ACC_2756513,Ally Invest,MSFT,Microsoft Corporation,SELL,508,425.66,216235.28,9.36,2025-06-20,15:49:05,269522.21,Conservative,Income,84164,66716
TXN_000070,Helen,Taylor,helen.taylor@gmail.com,+1-793-634-3210,9431 Second St,Dallas,TX,31499,407-41-4506,1967-03-29,ACC_2699781,Webull,AMD,Advanced Micro Devices,BUY,495,307.31,152118.45,2.4,2025-06-15,11:59:00,359468.9,Moderate,Retirement,155082,1077693
TXN_000071,Mark,Williams,mark.williams@hotmail.com,+1-411-601-9504,9837 Park Ave,Phoenix,AZ,38876,408-22-5181,1974-01-26,ACC_7013982,Webull,ORCL,Oracle Corporation,BUY,737,499.85,368389.45,8.89,2025-06-12,12:00:56,186870.94,Aggressive,Retirement,199460,1701658
TXN_000072,Helen,Wilson,helen.wilson@yahoo.com,+1-789-293-2474,789 Oak Ave,Fort Worth,TX,72689,972-69-9719,1976-10-05,ACC_8512259,Webull,AMD,Advanced Micro Devices,SELL,577,122.48,70670.96,5.7,2025-06-30,15:25:56,149857.28,Conservative,Income,107837,451635
TXN_000073,William,Thomas,william.thomas@gmail.com,+1-639-921-5124,3590 Park Ave,Phoenix,AZ,46649,995-66-9955,1984-11-21,ACC_1956419,Interactive Brokers,UBER,Uber Technologies Inc.,BUY,461,134.25,61889.25,8.29,2025-06-16,15:34:10,34335.1,Moderate,Income,69164,1751498
TXN_000074,Helen,Wilson,helen.wilson@gmail.com,+1-312-738-2318,3949 Broadway,Houston,TX,45542,742-15-3120,1965-12-15,ACC_1805638,Webull,PLTR,Palantir Technologies,SELL,668,173.45,115864.6,9.45,2025-06-24,09:14:56,81482.29,Moderate,Income,65792,1708357
TXN_000075,Steven,Perez,steven.perez@gmail.com,+1-982-791-5736,2421 Broadway,Chicago,IL,44095,129-56-3496,1961-07-18,ACC_5527372,Interactive Brokers,ZOOM,Zoom Video Communications,BUY,269,502.96,135296.24,4.76,2025-06-11,11:36:04,302373.38,Aggressive,Speculation,195848,150884
TXN_000076,Robert,Garcia,robert.garcia@gmail.com,+1-781-350-3078,2993 Elm Dr,Dallas,TX,14821,167-28-4692,1992-02-01,ACC_5249231,E*TRADE,TSLA,Tesla Inc.,BUY,194,389.09,75483.46,2.71,2025-06-06,14:13:48,385548.88,Conservative,Retirement,136020,1979741
TXN_000077,William,Ramirez,william.ramirez@outlook.com,+1-532-662-6653,1319 Park Ave,Los Angeles,CA,11053,868-46-9815,1961-12-08,ACC_5245831,E*TRADE,AAPL,Apple Inc.,BUY,683,91.75,62665.25,8.16,2025-07-01,14:00:31,106720.77,Aggressive,Growth,165241,714632
TXN_000078,Nancy,Gonzalez,nancy.gonzalez@hotmail.com,+1-565-359-9640,994 Elm Dr,Phoenix,AZ,48551,353-30-9075,1970-02-17,ACC_8347151,TD Ameritrade,INTC,Intel Corporation,SELL,900,225.76,203184.0,5.07,2025-06-21,11:12:19,380124.89,Conservative,Retirement,196986,1765923
TXN_000079,Nancy,Williams,nancy.williams@outlook.com,+1-217-713-1079,5667 First St,New York,NY,21458,215-93-5124,1999-07-14,ACC_6196492,Robinhood,SPOT,Spotify Technology SA,BUY,757,388.33,293965.81,4.71,2025-06-15,09:10:58,233234.26,Aggressive,Speculation,186610,1579933
TXN_000080,Donna,Taylor,donna.taylor@hotmail.com,+1-659-277-3131,521 Broadway,San Francisco,CA,29663,189-77-5587,1960-09-23,ACC_1339258,Ally Invest,ZOOM,Zoom Video Communications,SELL,182,537.59,97841.38,10.97,2025-06-29,10:54:32,284662.95,Aggressive,Retirement,39377,458457
TXN_000081,Paul,Martinez,paul.martinez@gmail.com,+1-339-893-3276,2660 Main St,Columbus,OH,28811,923-39-2347,1976-11-02,ACC_3686568,Ally Invest,UBER,Uber Technologies Inc.,SELL,139,311.03,43233.17,10.2,2025-06-11,13:21:29,393475.65,Aggressive,Income,115419,1754467
TXN_000082,Sarah,Lopez,sarah.lopez@yahoo.com,+1-189-780-3167,5283 Park Ave,Washington,DC,44750,157-98-1695,1973-01-21,ACC_9062840,Fidelity,GOOGL,Alphabet Inc.,BUY,354,354.88,125627.52,5.46,2025-07-02,10:44:39,198243.99,Conservative,Growth,187221,560842
TXN_000083,John,Gonzalez,john.gonzalez@yahoo.com,+1-519-485-1027,534 Second St,San Francisco,CA,91112,756-72-6589,1980-11-30,ACC_4284419,E*TRADE,PLTR,Palantir Technologies,SELL,578,407.68,235639.04,2.46,2025-06-07,12:45:59,370208.03,Aggressive,Speculation,149723,1569304
TXN_000084,Carol,White,carol.white@outlook.com,+1-841-383-8761,3838 Elm Dr,Seattle,WA,65648,218-24-4252,1976-11-05,ACC_2159411,Charles Schwab,GOOGL,Alphabet Inc.,SELL,982,468.57,460135.74,6.47,2025-07-04,12:47:09,379046.28,Conservative,Retirement,73450,1659186
TXN_000085,Helen,Martinez,helen.martinez@gmail.com,+1-575-870-7276,4650 Main St,San Francisco,CA,98433,499-24-1266,1960-03-01,ACC_6977479,Charles Schwab,ZOOM,Zoom Video Communications,BUY,496,193.96,96204.16,2.86,2025-06-08,11:20:03,140555.18,Moderate,Speculation,64679,1440986
TXN_000086,Anthony,Thompson,anthony.thompson@gmail.com,+1-729-215-2385,7342 Elm Dr,Columbus,OH,90628,799-91-7023,1990-03-12,ACC_8171352,Robinhood,GOOGL,Alphabet Inc.,SELL,962,289.7,278691.4,5.74,2025-06-09,10:24:23,431093.37,Conservative,Income,122749,898113
TXN_000087,Karen,Taylor,karen.taylor@hotmail.com,+1-646-350-6472,1675 Main St,Washington,DC,70044,379-59-1648,1967-12-21,ACC_5050514,Robinhood,CRM,Salesforce Inc.,BUY,206,199.69,41136.14,3.87,2025-06-06,15:26:22,283825.4,Moderate,Speculation,152954,1151879
TXN_000088,Paul,Gonzalez,paul.gonzalez@yahoo.com,+1-118-974-3263,2641 Cedar Ln,Indianapolis,IN,74347,528-79-3335,1971-09-28,ACC_7932739,Robinhood,NVDA,NVIDIA Corporation,BUY,649,234.1,151930.9,8.99,2025-06-18,12:50:00,442710.13,Moderate,Retirement,141287,884795
