id,first_name,last_name,email,phone,address,city,state,zip_code,ssn,date_of_birth,account_number,brokerage,symbol,company_name,transaction_type,quantity,price,total_value,commission,trade_date,trade_time,portfolio_value,risk_tolerance,investment_goal,annual_income,net_worth
TXN_000018,Steven,Clark,steven.clark@outlook.com,+1-135-890-2350,7329 Broadway,Los Angeles,CA,74693,223-98-4700,1997-09-26,ACC_1577504,Charles Schwab,AMZN,Amazon.com Inc.,BUY,57,546.5,31150.5,4.71,2025-06-27,12:42:47,54271.01,Moderate,Income,40431,1816590
TXN_000019,Donna,Ramirez,donna.ramirez@outlook.com,+1-897-742-2931,5693 Main St,Charlotte,NC,53194,356-81-5116,1955-02-08,ACC_7960726,Vanguard,CRM,Salesforce Inc.,SELL,91,440.08,40047.28,6.59,2025-06-27,15:39:23,438507.21,Moderate,Retirement,111620,977027
TXN_000020,Amanda,Rodriguez,amanda.rodriguez@hotmail.com,+1-996-961-1959,4603 Elm Dr,Indianapolis,IN,12729,599-98-1643,1982-08-13,ACC_3133803,Interactive Brokers,RBLX,Roblox Corporation,BUY,943,313.55,295677.65,5.64,2025-05-31,09:33:33,253199.89,Conservative,Income,68461,883456
TXN_000021,William,Robinson,william.robinson@yahoo.com,+1-585-306-6281,6681 Second St,Los Angeles,CA,63400,436-98-6986,1953-03-19,ACC_6818957,Robinhood,MSFT,Microsoft Corporation,SELL,385,320.19,123273.15,10.86,2025-06-09,10:58:14,256152.91,Moderate,Growth,77607,237556
TXN_000022,Robert,Gonzalez,robert.gonzalez@gmail.com,+1-613-163-1594,8248 Oak Ave,Denver,CO,27111,406-91-4148,1974-10-03,ACC_7810459,E*TRADE,NVDA,NVIDIA Corporation,SELL,296,297.57,88080.72,6.85,2025-05-22,11:09:43,397743.6,Aggressive,Retirement,149090,1739981
TXN_000023,Steven,White,steven.white@yahoo.com,+1-600-263-6581,1125 Elm Dr,Austin,TX,72457,523-87-9764,1996-03-07,ACC_1441455,Fidelity,TSLA,Tesla Inc.,BUY,958,312.6,299470.8,4.69,2025-06-22,09:14:04,154782.75,Aggressive,Retirement,173365,1897060
TXN_000024,Sarah,Clark,sarah.clark@outlook.com,+1-532-808-2584,5614 Pine Rd,Charlotte,NC,17755,263-89-4158,1964-08-06,ACC_5401565,Ally Invest,MSFT,Microsoft Corporation,SELL,7,439.51,3076.57,5.82,2025-06-18,14:04:58,62338.28,Conservative,Speculation,119997,284651
TXN_000025,Ashley,Jones,ashley.jones@outlook.com,+1-155-892-9083,1177 Pine Rd,Dallas,TX,58731,386-52-9426,1982-07-28,ACC_5067224,Charles Schwab,UBER,Uber Technologies Inc.,SELL,636,369.46,234976.56,10.19,2025-05-27,12:51:39,299117.51,Conservative,Speculation,180376,959210
TXN_000026,Anthony,Thompson,anthony.thompson@outlook.com,+1-883-510-6550,1334 Oak Ave,San Jose,CA,35612,149-17-8855,1964-09-07,ACC_1209991,Webull,TSLA,Tesla Inc.,BUY,766,100.97,77343.02,6.13,2025-05-17,14:12:04,169329.88,Conservative,Retirement,167200,1007734
TXN_000027,Steven,White,steven.white@hotmail.com,+1-645-669-5891,79 Broadway,Denver,CO,50147,839-93-7995,1982-11-29,ACC_1791634,Merrill Edge,NFLX,Netflix Inc.,BUY,611,155.97,95297.67,4.05,2025-06-22,09:04:26,324027.71,Conservative,Growth,194721,144128
TXN_000028,Andrew,Ramirez,andrew.ramirez@outlook.com,+1-520-152-9895,5981 Second St,San Antonio,TX,82727,499-57-7018,1954-02-14,ACC_8877765,Charles Schwab,AMZN,Amazon.com Inc.,BUY,880,226.52,199337.6,4.71,2025-06-01,13:10:51,35465.16,Aggressive,Retirement,137138,455121
TXN_000029,Helen,Martin,helen.martin@gmail.com,+1-220-614-7375,6154 Park Ave,Fort Worth,TX,80150,622-69-5444,1972-12-31,ACC_9161381,Vanguard,AAPL,Apple Inc.,SELL,824,330.0,271920.0,7.47,2025-05-21,14:59:21,351322.84,Aggressive,Growth,61513,1677392
TXN_000030,Jessica,Martinez,jessica.martinez@gmail.com,+1-620-941-9330,4055 Main St,Washington,DC,61532,581-90-6837,1997-10-01,ACC_3874485,Vanguard,CRM,Salesforce Inc.,SELL,874,458.08,400361.92,7.55,2025-06-10,15:32:06,64884.41,Conservative,Speculation,165453,1607843
TXN_000031,Anthony,Lee,anthony.lee@yahoo.com,+1-158-749-6042,6283 Oak Ave,Los Angeles,CA,90960,351-46-2384,1961-02-14,ACC_6723847,Interactive Brokers,PYPL,PayPal Holdings Inc.,BUY,878,101.94,89503.32,4.32,2025-05-18,11:29:41,482991.75,Conservative,Income,36645,132852
TXN_000032,Jane,White,jane.white@gmail.com,+1-297-774-8576,7322 Cedar Ln,Indianapolis,IN,41012,879-32-6202,1952-07-14,ACC_4748073,Webull,ZOOM,Zoom Video Communications,SELL,936,534.11,499926.96,4.42,2025-05-21,14:26:58,183229.09,Conservative,Income,85425,1770829
TXN_000033,Anthony,Williams,anthony.williams@yahoo.com,+1-741-719-9260,3004 Oak Ave,Los Angeles,CA,22765,892-92-3196,1979-03-22,ACC_6123845,Ally Invest,ORCL,Oracle Corporation,SELL,150,290.65,43597.5,9.98,2025-06-27,11:59:56,242353.43,Aggressive,Speculation,82276,430942
TXN_000034,Donna,Smith,donna.smith@hotmail.com,+1-980-188-8398,6871 Oak Ave,Los Angeles,CA,92432,841-31-2018,1981-03-27,ACC_7106980,Webull,AAPL,Apple Inc.,SELL,342,238.74,81649.08,2.36,2025-06-09,10:41:33,450182.5,Conservative,Speculation,199760,496881
TXN_000035,Sandra,Gonzalez,sandra.gonzalez@hotmail.com,+1-166-828-7692,8439 Second St,Dallas,TX,57229,705-43-3364,1969-10-01,ACC_5925927,TD Ameritrade,AAPL,Apple Inc.,SELL,526,100.54,52884.04,3.93,2025-05-26,13:12:34,137003.11,Conservative,Income,148054,802967
TXN_000036,Donald,Martin,donald.martin@yahoo.com,+1-116-774-1308,9002 First St,Philadelphia,PA,57517,653-66-5896,1993-05-30,ACC_5422362,Ally Invest,PYPL,PayPal Holdings Inc.,SELL,449,235.74,105847.26,10.19,2025-06-25,14:17:22,353147.89,Moderate,Growth,148968,316488
TXN_000037,Jessica,Robinson,jessica.robinson@gmail.com,+1-674-975-5351,8758 Oak Ave,Los Angeles,CA,86248,400-59-4735,1969-07-12,ACC_8288952,Interactive Brokers,AMD,Advanced Micro Devices,BUY,611,410.01,250516.11,1.05,2025-05-24,12:18:07,383459.58,Conservative,Growth,105833,1743254
TXN_000038,John,Thomas,john.thomas@outlook.com,+1-488-863-8850,745 Main St,Austin,TX,76686,462-83-3708,1993-10-19,ACC_5466283,Interactive Brokers,AMD,Advanced Micro Devices,BUY,612,324.73,198734.76,3.64,2025-06-01,12:24:53,53229.76,Conservative,Growth,144457,1087112
TXN_000039,Nancy,Williams,nancy.williams@gmail.com,+1-145-707-1736,5034 Second St,Dallas,TX,83556,386-40-7556,1997-04-20,ACC_6213244,Ally Invest,INTC,Intel Corporation,BUY,120,187.6,22512.0,8.66,2025-06-08,11:03:20,302235.6,Conservative,Speculation,66638,1325118
TXN_000040,Mark,Thompson,mark.thompson@yahoo.com,+1-966-771-9868,9819 First St,San Francisco,CA,21530,275-37-3345,1961-07-27,ACC_3497028,Interactive Brokers,SNOW,Snowflake Inc.,BUY,821,427.14,350681.94,4.42,2025-06-29,10:09:14,99247.73,Moderate,Retirement,54103,812110
TXN_000041,Lisa,Hernandez,lisa.hernandez@hotmail.com,+1-958-649-3271,5820 Pine Rd,Charlotte,NC,15735,984-61-3136,1978-05-15,ACC_3419439,TD Ameritrade,RBLX,Roblox Corporation,BUY,500,427.34,213670.0,6.78,2025-05-10,09:05:14,46749.14,Conservative,Speculation,43627,626267
TXN_000042,Nancy,Perez,nancy.perez@hotmail.com,+1-586-665-7602,3439 Main St,Phoenix,AZ,37457,395-99-3562,1952-10-12,ACC_2589122,TD Ameritrade,NVDA,NVIDIA Corporation,BUY,16,223.95,3583.2,6.09,2025-05-06,15:15:26,215763.61,Conservative,Speculation,73408,680018
TXN_000043,Donna,Jones,donna.jones@hotmail.com,+1-796-109-4867,9922 Second St,San Jose,CA,72970,328-96-2119,1963-06-15,ACC_1081251,Robinhood,META,Meta Platforms Inc.,BUY,50,110.03,5501.5,1.48,2025-05-19,15:37:50,313642.19,Conservative,Speculation,175076,911741
TXN_000044,Robert,Clark,robert.clark@yahoo.com,+1-846-922-1440,337 Broadway,Fort Worth,TX,42317,297-68-6293,1951-03-09,ACC_1750249,Interactive Brokers,SPOT,Spotify Technology SA,BUY,471,379.07,178541.97,6.02,2025-06-04,14:35:48,390276.27,Moderate,Speculation,78124,566759
TXN_000045,Amanda,Taylor,amanda.taylor@gmail.com,+1-883-583-1158,5996 First St,Washington,DC,20382,105-71-7585,1986-09-04,ACC_6295185,Merrill Edge,NFLX,Netflix Inc.,BUY,491,352.33,172994.03,2.36,2025-06-17,15:29:57,184596.3,Aggressive,Income,70840,804871
TXN_000046,William,Miller,william.miller@yahoo.com,+1-771-869-2320,1657 Elm Dr,San Antonio,TX,10993,884-77-2133,1952-02-01,ACC_6776232,Robinhood,INTC,Intel Corporation,BUY,809,216.27,174962.43,6.98,2025-06-14,12:56:00,176696.9,Moderate,Growth,35915,707807
TXN_000047,Karen,Johnson,karen.johnson@yahoo.com,+1-548-380-2736,4094 Park Ave,San Antonio,TX,90097,806-10-2420,1978-09-26,ACC_8662477,Ally Invest,SPOT,Spotify Technology SA,SELL,64,312.66,20010.24,4.34,2025-06-08,15:34:25,426562.11,Aggressive,Speculation,167126,1852542
TXN_000048,Matthew,Perez,matthew.perez@outlook.com,+1-463-272-8648,2691 Cedar Ln,Denver,CO,25931,946-81-5963,1989-01-28,ACC_3867288,Fidelity,SPOT,Spotify Technology SA,BUY,624,495.28,309054.72,1.65,2025-05-21,11:33:34,46867.27,Conservative,Retirement,188376,361292
TXN_000049,Paul,Davis,paul.davis@gmail.com,+1-141-849-9754,2810 Broadway,New York,NY,51514,681-14-6828,1988-10-27,ACC_2853126,Robinhood,INTC,Intel Corporation,BUY,122,433.12,52840.64,3.13,2025-07-01,12:20:40,138808.97,Conservative,Speculation,112698,878876
TXN_000050,Sandra,Jackson,sandra.jackson@gmail.com,+1-939-628-5499,4771 Park Ave,Jacksonville,FL,88727,340-17-4977,1977-11-07,ACC_1085937,Webull,AAPL,Apple Inc.,BUY,548,167.86,91987.28,6.86,2025-06-06,09:45:26,464444.81,Aggressive,Retirement,34282,1723044
TXN_000051,Daniel,Harris,daniel.harris@outlook.com,+1-908-128-5710,5540 Maple Way,San Antonio,TX,35662,710-99-1448,1975-10-22,ACC_9081818,Fidelity,MSFT,Microsoft Corporation,SELL,687,454.39,312165.93,8.13,2025-06-16,15:20:15,156850.36,Aggressive,Retirement,168461,1492251
TXN_000052,Anthony,Miller,anthony.miller@outlook.com,+1-142-424-3400,8329 Maple Way,Los Angeles,CA,83893,311-96-3106,1955-08-10,ACC_4588438,TD Ameritrade,CRM,Salesforce Inc.,BUY,984,346.54,340995.36,10.45,2025-05-13,14:14:25,143118.86,Moderate,Speculation,42328,718857
TXN_000053,Michael,Brown,michael.brown@gmail.com,+1-226-476-8986,7130 Elm Dr,Philadelphia,PA,86945,477-67-3344,1950-04-27,ACC_1986234,Fidelity,MSFT,Microsoft Corporation,BUY,472,464.63,219305.36,1.78,2025-06-19,12:55:30,110164.34,Moderate,Growth,155567,184231
TXN_000054,Robert,Lee,robert.lee@hotmail.com,+1-223-259-7640,7586 Oak Ave,Chicago,IL,13445,524-95-9189,1997-07-27,ACC_4625014,E*TRADE,PYPL,PayPal Holdings Inc.,BUY,613,90.14,55255.82,1.05,2025-05-21,09:45:23,230219.97,Moderate,Growth,131071,1902419
TXN_000055,Anthony,Clark,anthony.clark@yahoo.com,+1-122-998-2373,1597 Broadway,San Francisco,CA,21740,907-31-4446,1973-07-07,ACC_7896762,Charles Schwab,ADBE,Adobe Inc.,BUY,499,431.63,215383.37,9.18,2025-05-15,13:42:53,107724.03,Aggressive,Retirement,174086,1140241
TXN_000056,Mark,Ramirez,mark.ramirez@yahoo.com,+1-943-287-6782,6825 Second St,San Diego,CA,54442,174-25-4173,1966-12-31,ACC_7486446,Merrill Edge,NVDA,NVIDIA Corporation,SELL,644,241.2,155332.8,5.78,2025-05-15,13:51:48,290072.93,Moderate,Speculation,199468,1069429
TXN_000057,Karen,Sanchez,karen.sanchez@gmail.com,+1-913-476-2931,2262 Maple Way,San Francisco,CA,93332,794-41-4043,1965-11-23,ACC_5076865,Charles Schwab,META,Meta Platforms Inc.,BUY,771,302.17,232973.07,3.5,2025-06-13,13:16:45,355317.36,Conservative,Income,43483,1085854
TXN_000058,Donald,Martinez,donald.martinez@outlook.com,+1-618-474-3665,954 Cedar Ln,San Jose,CA,60037,119-73-3637,1967-08-28,ACC_1895819,Interactive Brokers,ORCL,Oracle Corporation,SELL,341,385.99,131622.59,10.08,2025-06-16,11:15:36,97731.79,Conservative,Growth,42884,1513616
TXN_000059,William,Lee,william.lee@yahoo.com,+1-833-477-3509,7683 First St,San Antonio,TX,35263,701-97-6033,1976-05-23,ACC_4445108,TD Ameritrade,MSFT,Microsoft Corporation,SELL,760,533.63,405558.8,8.67,2025-06-05,09:41:15,288276.75,Conservative,Income,109629,405381
TXN_000060,Emily,Wilson,emily.wilson@gmail.com,+1-197-434-9779,6804 Maple Way,Indianapolis,IN,68861,989-17-9203,1975-02-25,ACC_8196681,Webull,PYPL,PayPal Holdings Inc.,SELL,113,78.89,8914.57,3.95,2025-06-02,14:36:41,237524.58,Moderate,Income,166184,1841326
TXN_000061,Donna,Perez,donna.perez@gmail.com,+1-785-220-6230,5074 Park Ave,San Jose,CA,75864,996-74-6526,1950-11-21,ACC_1920369,E*TRADE,AMZN,Amazon.com Inc.,BUY,264,392.52,103625.28,4.96,2025-05-05,12:52:20,124290.99,Moderate,Retirement,164664,764172
TXN_000062,Helen,Smith,helen.smith@hotmail.com,+1-644-272-8145,4626 Elm Dr,Fort Worth,TX,80623,925-29-8529,1960-07-26,ACC_6518115,E*TRADE,NFLX,Netflix Inc.,BUY,761,481.68,366558.48,7.89,2025-06-17,12:13:37,259133.92,Moderate,Retirement,41268,112666
TXN_000063,William,White,william.white@outlook.com,+1-329-216-2005,2844 Maple Way,San Francisco,CA,27901,219-61-9891,1997-12-26,ACC_3776741,Vanguard,TSLA,Tesla Inc.,SELL,901,118.82,107056.82,5.81,2025-06-05,11:04:14,272181.13,Conservative,Growth,58214,1665078
TXN_000064,James,White,james.white@yahoo.com,+1-210-854-5026,1503 Main St,Denver,CO,38277,524-69-7041,1998-11-05,ACC_4975974,E*TRADE,ORCL,Oracle Corporation,SELL,164,365.19,59891.16,4.18,2025-05-30,14:44:25,144602.42,Aggressive,Income,119579,655440
TXN_000065,Helen,Smith,helen.smith@yahoo.com,+1-168-506-7289,7754 Main St,Houston,TX,77807,849-24-7845,1970-11-27,ACC_3025045,Interactive Brokers,UBER,Uber Technologies Inc.,SELL,181,546.11,98845.91,9.72,2025-06-08,10:23:13,438041.05,Conservative,Income,154519,1727152
TXN_000066,Betty,Perez,betty.perez@yahoo.com,+1-407-678-5762,2285 Oak Ave,Dallas,TX,94129,248-79-4982,1996-06-16,ACC_5691813,Vanguard,INTC,Intel Corporation,BUY,87,252.33,21952.71,10.38,2025-06-05,11:00:54,330825.18,Moderate,Income,139040,569566
TXN_000067,Sarah,Jackson,sarah.jackson@hotmail.com,+1-511-799-2580,1192 First St,San Francisco,CA,36135,236-37-6273,1956-01-31,ACC_9374339,E*TRADE,AMZN,Amazon.com Inc.,BUY,80,340.32,27225.6,5.07,2025-05-08,12:19:56,226813.08,Moderate,Growth,70080,1219853
TXN_000068,Sandra,Brown,sandra.brown@hotmail.com,+1-723-795-9746,8729 Park Ave,Denver,CO,30528,711-27-2695,1973-06-19,ACC_1621141,Vanguard,AAPL,Apple Inc.,SELL,885,280.83,248534.55,2.72,2025-06-10,12:07:24,85309.46,Aggressive,Retirement,152455,1705316
TXN_000069,William,Johnson,william.johnson@outlook.com,+1-708-370-3758,1449 Main St,San Diego,CA,93632,801-25-1889,1981-12-04,ACC_8592990,Interactive Brokers,ADBE,Adobe Inc.,BUY,763,166.06,126703.78,6.17,2025-05-29,09:19:54,131631.59,Moderate,Retirement,147118,1456547
TXN_000070,William,Clark,william.clark@gmail.com,+1-213-574-5677,940 Elm Dr,Indianapolis,IN,21826,830-51-4109,1962-08-04,ACC_7708097,Vanguard,GOOGL,Alphabet Inc.,BUY,808,549.78,444222.24,9.84,2025-06-01,11:46:27,307287.91,Aggressive,Income,122558,1964130
TXN_000071,Sarah,Johnson,sarah.johnson@outlook.com,+1-663-771-6552,2554 Elm Dr,Fort Worth,TX,16837,754-22-6636,1976-06-24,ACC_5672252,Merrill Edge,AAPL,Apple Inc.,BUY,225,526.05,118361.25,8.51,2025-06-10,15:45:13,128712.06,Conservative,Income,120052,715085
TXN_000072,Emily,Smith,emily.smith@gmail.com,+1-878-710-5066,4998 Cedar Ln,San Diego,CA,85688,658-78-1516,1965-02-14,ACC_8767351,Charles Schwab,SPOT,Spotify Technology SA,BUY,405,225.12,91173.6,6.31,2025-05-18,14:32:29,452128.05,Aggressive,Retirement,131261,314453
TXN_000073,Sandra,Harris,sandra.harris@gmail.com,+1-370-483-6429,941 Broadway,Jacksonville,FL,38960,488-63-3495,1967-06-09,ACC_7249007,Charles Schwab,ORCL,Oracle Corporation,SELL,68,193.41,13151.88,9.9,2025-06-15,13:40:46,341936.14,Aggressive,Growth,108990,1649345
TXN_000074,William,Robinson,william.robinson@outlook.com,+1-235-562-1517,3549 Cedar Ln,Seattle,WA,70013,430-72-8026,1991-05-11,ACC_5436461,Interactive Brokers,NFLX,Netflix Inc.,SELL,296,154.36,45690.56,7.35,2025-07-02,09:50:18,338236.86,Moderate,Retirement,39937,1018469
TXN_000075,Donald,Anderson,donald.anderson@outlook.com,+1-132-221-6537,3101 Main St,Fort Worth,TX,76482,538-68-1007,1951-01-06,ACC_9054293,Fidelity,PYPL,PayPal Holdings Inc.,SELL,385,493.29,189916.65,6.3,2025-07-04,14:56:25,251599.46,Moderate,Speculation,108752,1646353
TXN_000076,Daniel,Brown,daniel.brown@hotmail.com,+1-853-940-6902,6779 Maple Way,San Francisco,CA,42957,572-19-9675,1954-10-16,ACC_6782392,Fidelity,ZOOM,Zoom Video Communications,BUY,445,409.53,182240.85,10.6,2025-06-19,10:30:30,484078.63,Moderate,Retirement,90154,1683737
TXN_000077,David,Robinson,david.robinson@outlook.com,+1-307-806-9536,5084 First St,Los Angeles,CA,54371,691-76-7779,1978-01-10,ACC_4845217,Charles Schwab,UBER,Uber Technologies Inc.,SELL,183,332.27,60805.41,9.9,2025-05-14,13:53:32,434833.2,Aggressive,Growth,176949,1440302
TXN_000078,Anthony,Anderson,anthony.anderson@hotmail.com,+1-900-919-2818,6132 Second St,San Jose,CA,18476,343-13-8230,1983-02-10,ACC_7582070,Ally Invest,NVDA,NVIDIA Corporation,SELL,329,323.37,106388.73,9.13,2025-06-01,09:13:12,239007.6,Moderate,Speculation,177952,1260081
TXN_000079,David,Thomas,david.thomas@gmail.com,+1-572-631-2037,3522 First St,New York,NY,65104,394-59-8357,1997-10-30,ACC_5308250,Fidelity,AMZN,Amazon.com Inc.,BUY,923,274.88,253714.24,2.95,2025-06-12,13:46:30,445319.49,Aggressive,Retirement,46323,1556934
TXN_000080,Nancy,Ramirez,nancy.ramirez@yahoo.com,+1-176-781-5868,4991 First St,Charlotte,NC,28457,244-44-7669,1961-05-22,ACC_6415381,E*TRADE,AMD,Advanced Micro Devices,SELL,42,447.78,18806.76,6.78,2025-05-12,09:48:32,245698.58,Aggressive,Retirement,165842,99244
TXN_000081,Betty,Lopez,betty.lopez@hotmail.com,+1-545-638-7005,4113 Elm Dr,San Jose,CA,22842,201-24-7161,1990-06-01,ACC_8373373,Webull,AMZN,Amazon.com Inc.,SELL,665,151.94,101040.1,7.17,2025-05-26,10:02:29,378381.56,Moderate,Growth,166643,1933139
TXN_000082,Emily,Garcia,emily.garcia@gmail.com,+1-743-180-9755,175 Pine Rd,Philadelphia,PA,51327,900-84-8058,1989-08-15,ACC_2244681,E*TRADE,GOOGL,Alphabet Inc.,BUY,777,196.21,152455.17,1.19,2025-06-08,13:51:02,467778.72,Moderate,Speculation,152416,1000082
TXN_000083,Donald,Hernandez,donald.hernandez@yahoo.com,+1-624-778-8581,9837 First St,San Antonio,TX,86378,149-10-5653,1950-04-11,ACC_9218267,Vanguard,MSFT,Microsoft Corporation,BUY,995,88.02,87579.9,1.74,2025-07-03,12:04:13,120475.17,Aggressive,Income,95107,598225
TXN_000084,Paul,Lopez,paul.lopez@outlook.com,+1-160-521-9462,4040 Main St,Phoenix,AZ,58208,106-39-9970,1963-06-01,ACC_3381767,Ally Invest,PLTR,Palantir Technologies,SELL,926,112.33,104017.58,6.07,2025-05-24,15:29:09,392411.38,Moderate,Retirement,141990,691532
TXN_000085,Paul,Robinson,paul.robinson@gmail.com,+1-526-624-8525,8299 Broadway,Indianapolis,IN,87111,542-67-2463,1987-05-18,ACC_3077660,TD Ameritrade,SPOT,Spotify Technology SA,BUY,17,277.84,4723.28,9.98,2025-07-04,11:11:02,196108.75,Conservative,Income,79733,1870419
TXN_000086,Sandra,Gonzalez,sandra.gonzalez@yahoo.com,+1-313-397-8952,5888 Second St,Chicago,IL,53747,364-20-5134,1984-08-10,ACC_9462470,Webull,AMD,Advanced Micro Devices,BUY,474,167.31,79304.94,4.05,2025-06-09,13:58:03,493941.59,Aggressive,Retirement,81949,1792724
TXN_000087,Betty,Ramirez,betty.ramirez@yahoo.com,+1-820-207-9218,8663 Broadway,Dallas,TX,85844,659-15-7391,1993-03-16,ACC_3549013,Interactive Brokers,GOOGL,Alphabet Inc.,SELL,778,84.47,65717.66,9.53,2025-06-11,10:18:47,206871.72,Conservative,Income,47518,1790561
TXN_000088,Amanda,Garcia,amanda.garcia@yahoo.com,+1-723-590-6849,1425 Second St,Philadelphia,PA,10179,932-98-3716,1970-12-21,ACC_7728418,Interactive Brokers,SNOW,Snowflake Inc.,SELL,793,448.39,355573.27,1.18,2025-05-26,09:41:20,280852.72,Aggressive,Speculation,44712,1914181
